Exp_Compound,Comp_Model,Reporter,Atoms_Tracked,GLS_Type,Group,Epsilon,Conformer,Gibbs_Hartree,DeltaG_kcal_mol,Boltzmann_Weight,F_Shielding_ppm,Sigma_avg_ppm
22,32,F-5,[11],aromatic,Group1_100Aq,78.3,conf_02,-1499.37175218,0.063109,0.04256936,320.210,320.322975
22,32,F-5,[11],aromatic,Group1_100Aq,78.3,conf_03,-1499.37173262,0.075383,0.04169656,320.496,320.322975
22,32,F-5,[11],aromatic,Group1_100Aq,78.3,conf_04,-1499.37184812,0.002905,0.04712229,320.362,320.322975
22,32,F-5,[11],aromatic,Group1_100Aq,78.3,conf_05,-1499.37185275,0.000000,0.04735393,320.401,320.322975
22,32,F-5,[11],aromatic,Group1_100Aq,78.3,conf_06,-1499.37175429,0.061785,0.04266460,320.486,320.322975
22,32,F-5,[11],aromatic,Group1_100Aq,78.3,conf_07,-1499.37175587,0.060793,0.04273606,320.361,320.322975
22,32,F-5,[11],aromatic,Group1_100Aq,78.3,conf_08,-1499.37175463,0.061571,0.04267997,320.467,320.322975
22,32,F-5,[11],aromatic,Group1_100Aq,78.3,conf_09,-1499.37098626,0.543730,0.01891468,321.160,320.322975
22,32,F-5,[11],aromatic,Group1_100Aq,78.3,conf_10,-1499.37097119,0.553187,0.01861518,321.019,320.322975
22,32,F-5,[11],aromatic,Group1_100Aq,78.3,conf_11,-1499.37175128,0.063673,0.04252880,320.485,320.322975
22,32,F-5,[11],aromatic,Group1_100Aq,78.3,conf_12,-1499.37175923,0.058685,0.04288841,320.326,320.322975
22,32,F-5,[11],aromatic,Group1_100Aq,78.3,conf_13,-1499.37175705,0.060053,0.04278950,320.433,320.322975
22,32,F-5,[11],aromatic,Group1_100Aq,78.3,conf_14,-1499.37176060,0.057825,0.04295068,320.423,320.322975
22,32,F-5,[11],aromatic,Group1_100Aq,78.3,conf_15,-1499.37182065,0.020143,0.04577108,320.300,320.322975
22,32,F-5,[11],aromatic,Group1_100Aq,78.3,conf_16,-1499.37180879,0.027585,0.04519974,320.215,320.322975
22,32,F-5,[11],aromatic,Group1_100Aq,78.3,conf_17,-1499.37107908,0.485485,0.02086859,318.302,320.322975
22,32,F-5,[11],aromatic,Group1_100Aq,78.3,conf_18,-1499.37173253,0.075439,0.04169258,320.389,320.322975
22,32,F-5,[11],aromatic,Group1_100Aq,78.3,conf_19,-1499.37099917,0.535629,0.01917508,318.208,320.322975
22,32,F-5,[11],aromatic,Group1_100Aq,78.3,conf_20,-1499.37107471,0.488227,0.02077223,318.121,320.322975
22,32,F-5,[11],aromatic,Group1_100Aq,78.3,conf_21,-1499.37147734,0.235573,0.03181850,320.722,320.322975
22,32,F-5,[11],aromatic,Group1_100Aq,78.3,conf_22,-1499.37176334,0.056106,0.04307551,320.344,320.322975
22,32,F-5,[11],aromatic,Group1_100Aq,78.3,conf_23,-1499.37179552,0.035912,0.04456892,320.387,320.322975
22,32,F-5,[11],aromatic,Group1_100Aq,78.3,conf_24,-1499.37150813,0.216252,0.03287321,320.694,320.322975
22,32,F-5,[11],aromatic,Group1_100Aq,78.3,conf_25,-1499.37149105,0.226970,0.03228389,320.628,320.322975
22,32,F-5,[11],aromatic,Group1_100Aq,78.3,conf_27,-1499.37153541,0.199134,0.03383686,320.883,320.322975
22,32,F-5,[11],aromatic,Group1_100Aq,78.3,conf_28,-1499.37140103,0.283458,0.02934807,320.892,320.322975
22,32,F-5,[11],aromatic,Group2_80-20,69.18,conf_01,-1499.37174705,0.054060,0.04319857,320.082,320.320303
22,32,F-5,[11],aromatic,Group2_80-20,69.18,conf_02,-1499.37173334,0.062663,0.04257584,320.200,320.320303
22,32,F-5,[11],aromatic,Group2_80-20,69.18,conf_03,-1499.37171369,0.074994,0.04169893,320.496,320.320303
22,32,F-5,[11],aromatic,Group2_80-20,69.18,conf_04,-1499.37182874,0.002799,0.04710252,320.363,320.320303
22,32,F-5,[11],aromatic,Group2_80-20,69.18,conf_05,-1499.37183320,0.000000,0.04732554,320.402,320.320303
22,32,F-5,[11],aromatic,Group2_80-20,69.18,conf_06,-1499.37173523,0.061477,0.04266115,320.486,320.320303
22,32,F-5,[11],aromatic,Group2_80-20,69.18,conf_07,-1499.37173607,0.060950,0.04269912,320.364,320.320303
22,32,F-5,[11],aromatic,Group2_80-20,69.18,conf_08,-1499.37173440,0.061998,0.04262367,320.468,320.320303
22,32,F-5,[11],aromatic,Group2_80-20,69.18,conf_09,-1499.37096746,0.543260,0.01891836,321.149,320.320303
22,32,F-5,[11],aromatic,Group2_80-20,69.18,conf_10,-1499.37095237,0.552729,0.01861841,321.009,320.320303
22,32,F-5,[11],aromatic,Group2_80-20,69.18,conf_11,-1499.37173217,0.063397,0.04252312,320.485,320.320303
22,32,F-5,[11],aromatic,Group2_80-20,69.18,conf_12,-1499.37174021,0.058352,0.04288676,320.326,320.320303
22,32,F-5,[11],aromatic,Group2_80-20,69.18,conf_13,-1499.37173775,0.059896,0.04277517,320.434,320.320303
22,32,F-5,[11],aromatic,Group2_80-20,69.18,conf_14,-1499.37174132,0.057656,0.04293721,320.423,320.320303
22,32,F-5,[11],aromatic,Group2_80-20,69.18,conf_15,-1499.37180797,0.015832,0.04607768,320.285,320.320303
22,32,F-5,[11],aromatic,Group2_80-20,69.18,conf_16,-1499.37178949,0.027428,0.04518460,320.215,320.320303
22,32,F-5,[11],aromatic,Group2_80-20,69.18,conf_17,-1499.37105984,0.485290,0.02086293,318.302,320.320303
22,32,F-5,[11],aromatic,Group2_80-20,69.18,conf_18,-1499.37171352,0.075100,0.04169142,320.388,320.320303
22,32,F-5,[11],aromatic,Group2_80-20,69.18,conf_19,-1499.37098017,0.535284,0.01917475,318.208,320.320303
22,32,F-5,[11],aromatic,Group2_80-20,69.18,conf_20,-1499.37105533,0.488120,0.02076351,318.121,320.320303
22,32,F-5,[11],aromatic,Group2_80-20,69.18,conf_21,-1499.37145811,0.235372,0.03181020,320.711,320.320303
22,32,F-5,[11],aromatic,Group2_80-20,69.18,conf_22,-1499.37174423,0.055829,0.04306974,320.345,320.320303
22,32,F-5,[11],aromatic,Group2_80-20,69.18,conf_23,-1499.37177610,0.035831,0.04454833,320.388,320.320303
22,32,F-5,[11],aromatic,Group2_80-20,69.18,conf_24,-1499.37148839,0.216371,0.03284689,320.683,320.320303
22,32,F-5,[11],aromatic,Group2_80-20,69.18,conf_25,-1499.37147150,0.226970,0.03226453,320.616,320.320303
22,32,F-5,[11],aromatic,Group2_80-20,69.18,conf_27,-1499.37151593,0.199090,0.03381908,320.884,320.320303
22,32,F-5,[11],aromatic,Group2_80-20,69.18,conf_28,-1499.37138185,0.283226,0.02934197,320.892,320.320303
22,32,F-5,[11],aromatic,Group3_60-40,60.06,conf_01,-1499.37172209,0.053790,0.04319428,320.069,320.317374
22,32,F-5,[11],aromatic,Group3_60-40,60.06,conf_02,-1499.37170879,0.062136,0.04259010,320.185,320.317374
22,32,F-5,[11],aromatic,Group3_60-40,60.06,conf_03,-1499.37168901,0.074548,0.04170715,320.497,320.317374
22,32,F-5,[11],aromatic,Group3_60-40,60.06,conf_04,-1499.37180353,0.002686,0.04708537,320.365,320.317374
22,32,F-5,[11],aromatic,Group3_60-40,60.06,conf_05,-1499.37180781,0.000000,0.04729929,320.402,320.317374
22,32,F-5,[11],aromatic,Group3_60-40,60.06,conf_06,-1499.37171115,0.060655,0.04269669,320.483,320.317374
22,32,F-5,[11],aromatic,Group3_60-40,60.06,conf_07,-1499.37171113,0.060668,0.04269579,320.364,320.317374
22,32,F-5,[11],aromatic,Group3_60-40,60.06,conf_08,-1499.37170958,0.061640,0.04262575,320.469,320.317374
22,32,F-5,[11],aromatic,Group3_60-40,60.06,conf_09,-1499.37094366,0.542262,0.01893973,321.136,320.317374
22,32,F-5,[11],aromatic,Group3_60-40,60.06,conf_10,-1499.37092779,0.552220,0.01862405,320.995,320.317374
22,32,F-5,[11],aromatic,Group3_60-40,60.06,conf_11,-1499.37170730,0.063071,0.04252294,320.486,320.317374
22,32,F-5,[11],aromatic,Group3_60-40,60.06,conf_12,-1499.37171535,0.058019,0.04288704,320.327,320.317374
22,32,F-5,[11],aromatic,Group3_60-40,60.06,conf_13,-1499.37171276,0.059645,0.04276956,320.434,320.317374
22,32,F-5,[11],aromatic,Group3_60-40,60.06,conf_14,-1499.37171631,0.057417,0.04293067,320.424,320.317374
22,32,F-5,[11],aromatic,Group3_60-40,60.06,conf_15,-1499.37178285,0.015663,0.04606530,320.287,320.317374
22,32,F-5,[11],aromatic,Group3_60-40,60.06,conf_16,-1499.37176455,0.027146,0.04518106,320.219,320.317374
22,32,F-5,[11],aromatic,Group3_60-40,60.06,conf_17,-1499.37103479,0.485077,0.02085887,318.302,320.317374
22,32,F-5,[11],aromatic,Group3_60-40,60.06,conf_18,-1499.37168843,0.074912,0.04168154,320.390,320.317374
22,32,F-5,[11],aromatic,Group3_60-40,60.06,conf_19,-1499.37095503,0.535127,0.01916919,318.208,320.317374
22,32,F-5,[11],aromatic,Group3_60-40,60.06,conf_20,-1499.37103010,0.488020,0.02075551,318.122,320.317374
22,32,F-5,[11],aromatic,Group3_60-40,60.06,conf_21,-1499.37143305,0.235165,0.03180367,320.696,320.317374
22,32,F-5,[11],aromatic,Group3_60-40,60.06,conf_22,-1499.37171932,0.055528,0.04306775,320.348,320.317374
22,32,F-5,[11],aromatic,Group3_60-40,60.06,conf_23,-1499.37175231,0.034827,0.04459914,320.376,320.317374
22,32,F-5,[11],aromatic,Group3_60-40,60.06,conf_24,-1499.37146355,0.216026,0.03284780,320.668,320.317374
22,32,F-5,[11],aromatic,Group3_60-40,60.06,conf_25,-1499.37144658,0.226675,0.03226270,320.602,320.317374
22,32,F-5,[11],aromatic,Group3_60-40,60.06,conf_27,-1499.37149054,0.199090,0.03380032,320.884,320.317374
22,32,F-5,[11],aromatic,Group3_60-40,60.06,conf_28,-1499.37135688,0.282963,0.02933875,320.892,320.317374
22,32,F-5,[11],aromatic,Group4_40-60,50.94,conf_01,-1499.37169020,0.052115,0.04328929,320.042,320.314471
22,32,F-5,[11],aromatic,Group4_40-60,50.94,conf_02,-1499.37167550,0.061339,0.04262054,320.166,320.314471
22,32,F-5,[11],aromatic,Group4_40-60,50.94,conf_03,-1499.37165547,0.073908,0.04172590,320.498,320.314471
22,32,F-5,[11],aromatic,Group4_40-60,50.94,conf_04,-1499.37176925,0.002510,0.04706964,320.368,320.314471
22,32,F-5,[11],aromatic,Group4_40-60,50.94,conf_05,-1499.37177325,0.000000,0.04726947,320.405,320.314471
22,32,F-5,[11],aromatic,Group4_40-60,50.94,conf_06,-1499.37167752,0.060071,0.04271182,320.484,320.314471
22,32,F-5,[11],aromatic,Group4_40-60,50.94,conf_07,-1499.37167633,0.060818,0.04265802,320.368,320.314471
22,32,F-5,[11],aromatic,Group4_40-60,50.94,conf_08,-1499.37167590,0.061088,0.04263860,320.469,320.314471
22,32,F-5,[11],aromatic,Group4_40-60,50.94,conf_09,-1499.37091123,0.540925,0.01897054,321.116,320.314471
22,32,F-5,[11],aromatic,Group4_40-60,50.94,conf_10,-1499.37089462,0.551348,0.01863973,320.975,320.314471
22,32,F-5,[11],aromatic,Group4_40-60,50.94,conf_11,-1499.37167354,0.062569,0.04253215,320.487,320.314471
22,32,F-5,[11],aromatic,Group4_40-60,50.94,conf_12,-1499.37168189,0.057329,0.04290996,320.329,320.314471
22,32,F-5,[11],aromatic,Group4_40-60,50.94,conf_13,-1499.37167894,0.059180,0.04277610,320.435,320.314471
22,32,F-5,[11],aromatic,Group4_40-60,50.94,conf_14,-1499.37168230,0.057072,0.04292860,320.425,320.314471
22,32,F-5,[11],aromatic,Group4_40-60,50.94,conf_15,-1499.37174884,0.015317,0.04606307,320.289,320.314471
22,32,F-5,[11],aromatic,Group4_40-60,50.94,conf_16,-1499.37173059,0.026770,0.04518128,320.219,320.314471
22,32,F-5,[11],aromatic,Group4_40-60,50.94,conf_17,-1499.37100003,0.485203,0.02084130,318.292,320.314471
22,32,F-5,[11],aromatic,Group4_40-60,50.94,conf_18,-1499.37165416,0.074730,0.04166805,320.394,320.314471
22,32,F-5,[11],aromatic,Group4_40-60,50.94,conf_19,-1499.37092182,0.534280,0.01918451,318.208,320.314471
22,32,F-5,[11],aromatic,Group4_40-60,50.94,conf_20,-1499.37099585,0.487825,0.02074924,318.122,320.314471
22,32,F-5,[11],aromatic,Group4_40-60,50.94,conf_21,-1499.37139907,0.234801,0.03180315,320.676,320.314471
22,32,F-5,[11],aromatic,Group4_40-60,50.94,conf_22,-1499.37168515,0.055284,0.04305837,320.350,320.314471
22,32,F-5,[11],aromatic,Group4_40-60,50.94,conf_23,-1499.37171604,0.035900,0.04449037,320.394,320.314471
22,32,F-5,[11],aromatic,Group4_40-60,50.94,conf_24,-1499.37142933,0.215813,0.03283891,320.649,320.314471
22,32,F-5,[11],aromatic,Group4_40-60,50.94,conf_25,-1499.37141244,0.226412,0.03225670,320.582,320.314471
22,32,F-5,[11],aromatic,Group4_40-60,50.94,conf_27,-1499.37145611,0.199008,0.03378366,320.885,320.314471
22,32,F-5,[11],aromatic,Group4_40-60,50.94,conf_28,-1499.37132299,0.282542,0.02934106,320.892,320.314471
22,32,F-5,[11],aromatic,Group5_20-80,41.82,conf_01,-1499.37163968,0.052899,0.04319660,320.028,320.308099
22,32,F-5,[11],aromatic,Group5_20-80,41.82,conf_02,-1499.37162779,0.060360,0.04265604,320.138,320.308099
22,32,F-5,[11],aromatic,Group5_20-80,41.82,conf_03,-1499.37160729,0.073224,0.04173988,320.499,320.308099
22,32,F-5,[11],aromatic,Group5_20-80,41.82,conf_04,-1499.37172023,0.002353,0.04704353,320.370,320.308099
22,32,F-5,[11],aromatic,Group5_20-80,41.82,conf_05,-1499.37172398,0.000000,0.04723074,320.408,320.308099
22,32,F-5,[11],aromatic,Group5_20-80,41.82,conf_06,-1499.37162922,0.059463,0.04272069,320.486,320.308099
22,32,F-5,[11],aromatic,Group5_20-80,41.82,conf_07,-1499.37162763,0.060460,0.04264881,320.369,320.308099
22,32,F-5,[11],aromatic,Group5_20-80,41.82,conf_08,-1499.37162758,0.060492,0.04264655,320.471,320.308099
22,32,F-5,[11],aromatic,Group5_20-80,41.82,conf_09,-1499.37086490,0.539080,0.01901411,321.095,320.308099
22,32,F-5,[11],aromatic,Group5_20-80,41.82,conf_10,-1499.37084692,0.550363,0.01865545,320.947,320.308099
22,32,F-5,[11],aromatic,Group5_20-80,41.82,conf_11,-1499.37162523,0.061967,0.04254054,320.487,320.308099
22,32,F-5,[11],aromatic,Group5_20-80,41.82,conf_12,-1499.37163365,0.056683,0.04292160,320.331,320.308099
22,32,F-5,[11],aromatic,Group5_20-80,41.82,conf_13,-1499.37163034,0.058760,0.04277140,320.437,320.308099
22,32,F-5,[11],aromatic,Group5_20-80,41.82,conf_14,-1499.37163358,0.056727,0.04291842,320.427,320.308099
22,32,F-5,[11],aromatic,Group5_20-80,41.82,conf_15,-1499.37170006,0.015010,0.04604923,320.293,320.308099
22,32,F-5,[11],aromatic,Group5_20-80,41.82,conf_16,-1499.37168168,0.026544,0.04516148,320.221,320.308099
22,32,F-5,[11],aromatic,Group5_20-80,41.82,conf_17,-1499.37095133,0.484845,0.02083680,318.292,320.308099
22,32,F-5,[11],aromatic,Group5_20-80,41.82,conf_18,-1499.37160463,0.074893,0.04162245,320.399,320.308099
22,32,F-5,[11],aromatic,Group5_20-80,41.82,conf_19,-1499.37087365,0.533590,0.01919114,318.208,320.308099
22,32,F-5,[11],aromatic,Group5_20-80,41.82,conf_20,-1499.37094709,0.487505,0.02074344,318.124,320.308099
22,32,F-5,[11],aromatic,Group5_20-80,41.82,conf_21,-1499.37135032,0.234475,0.03179460,320.648,320.308099
22,32,F-5,[11],aromatic,Group5_20-80,41.82,conf_22,-1499.37164017,0.052592,0.04321902,320.302,320.308099
22,32,F-5,[11],aromatic,Group5_20-80,41.82,conf_23,-1499.37166849,0.034820,0.04453497,320.390,320.308099
22,32,F-5,[11],aromatic,Group5_20-80,41.82,conf_24,-1499.37138022,0.215712,0.03281757,320.620,320.308099
22,32,F-5,[11],aromatic,Group5_20-80,41.82,conf_25,-1499.37136331,0.226324,0.03223505,320.554,320.308099
22,32,F-5,[11],aromatic,Group5_20-80,41.82,conf_27,-1499.37140673,0.199077,0.03375205,320.885,320.308099
22,32,F-5,[11],aromatic,Group5_20-80,41.82,conf_28,-1499.37127439,0.282122,0.02933783,320.893,320.308099
22,32,F-5,[11],aromatic,Group6_100Org,32.7,conf_01,-1499.37156418,0.051876,0.04320478,319.990,320.302763
22,32,F-5,[11],aromatic,Group6_100Org,32.7,conf_02,-1499.37155393,0.058308,0.04273829,320.096,320.302763
22,32,F-5,[11],aromatic,Group6_100Org,32.7,conf_03,-1499.37153298,0.071454,0.04180044,320.500,320.302763
22,32,F-5,[11],aromatic,Group6_100Org,32.7,conf_04,-1499.37164398,0.001801,0.04701509,320.375,320.302763
22,32,F-5,[11],aromatic,Group6_100Org,32.7,conf_05,-1499.37164685,0.000000,0.04715821,320.410,320.302763
22,32,F-5,[11],aromatic,Group6_100Org,32.7,conf_06,-1499.37155418,0.058151,0.04274961,320.488,320.302763
22,32,F-5,[11],aromatic,Group6_100Org,32.7,conf_07,-1499.37155116,0.060046,0.04261309,320.374,320.302763
22,32,F-5,[11],aromatic,Group6_100Org,32.7,conf_08,-1499.37155257,0.059162,0.04267678,320.472,320.302763
22,32,F-5,[11],aromatic,Group6_100Org,32.7,conf_09,-1499.37079599,0.533922,0.01915091,321.059,320.302763
22,32,F-5,[11],aromatic,Group6_100Org,32.7,conf_10,-1499.37077279,0.548481,0.01868608,320.903,320.302763
22,32,F-5,[11],aromatic,Group6_100Org,32.7,conf_11,-1499.37154989,0.060843,0.04255581,320.489,320.302763
22,32,F-5,[11],aromatic,Group6_100Org,32.7,conf_12,-1499.37155882,0.055240,0.04296021,320.334,320.302763
22,32,F-5,[11],aromatic,Group6_100Org,32.7,conf_13,-1499.37155484,0.057737,0.04277950,320.438,320.302763
22,32,F-5,[11],aromatic,Group6_100Org,32.7,conf_14,-1499.37155784,0.055855,0.04291565,320.429,320.302763
22,32,F-5,[11],aromatic,Group6_100Org,32.7,conf_15,-1499.37161886,0.017564,0.04578075,320.313,320.302763
22,32,F-5,[11],aromatic,Group6_100Org,32.7,conf_16,-1499.37160609,0.025577,0.04516573,320.225,320.302763
22,32,F-5,[11],aromatic,Group6_100Org,32.7,conf_17,-1499.37087431,0.484776,0.02080723,318.288,320.302763
22,32,F-5,[11],aromatic,Group6_100Org,32.7,conf_18,-1499.37153115,0.072603,0.04171950,320.405,320.302763
22,32,F-5,[11],aromatic,Group6_100Org,32.7,conf_19,-1499.37079885,0.532128,0.01920901,318.208,320.302763
22,32,F-5,[11],aromatic,Group6_100Org,32.7,conf_20,-1499.37086640,0.489739,0.02063364,318.136,320.302763
22,32,F-5,[11],aromatic,Group6_100Org,32.7,conf_21,-1499.37127456,0.233615,0.03179187,320.603,320.302763
22,32,F-5,[11],aromatic,Group6_100Org,32.7,conf_22,-1499.37156591,0.050791,0.04328402,320.339,320.302763
22,32,F-5,[11],aromatic,Group6_100Org,32.7,conf_23,-1499.37159258,0.034055,0.04452408,320.375,320.302763
22,32,F-5,[11],aromatic,Group6_100Org,32.7,conf_24,-1499.37130390,0.215204,0.03279529,320.576,320.302763
22,32,F-5,[11],aromatic,Group6_100Org,32.7,conf_25,-1499.37128742,0.225546,0.03222785,320.510,320.302763
22,32,F-5,[11],aromatic,Group6_100Org,32.7,conf_27,-1499.37132998,0.198839,0.03371378,320.886,320.302763
22,32,F-5,[11],aromatic,Group6_100Org,32.7,conf_28,-1499.37119887,0.281111,0.02934277,320.893,320.302763
22,32,F-6,[13],aromatic,Group1_100Aq,78.3,conf_01,-1499.37176619,0.054317,0.04320572,267.493,267.861686
22,32,F-6,[13],aromatic,Group1_100Aq,78.3,conf_02,-1499.37175218,0.063109,0.04256936,267.544,267.861686
22,32,F-6,[13],aromatic,Group1_100Aq,78.3,conf_03,-1499.37173262,0.075383,0.04169656,268.024,267.861686
22,32,F-6,[13],aromatic,Group1_100Aq,78.3,conf_04,-1499.37184812,0.002905,0.04712229,267.888,267.861686
22,32,F-6,[13],aromatic,Group1_100Aq,78.3,conf_05,-1499.37185275,0.000000,0.04735393,267.894,267.861686
22,32,F-6,[13],aromatic,Group1_100Aq,78.3,conf_06,-1499.37175429,0.061785,0.04266460,268.030,267.861686
22,32,F-6,[13],aromatic,Group1_100Aq,78.3,conf_07,-1499.37175587,0.060793,0.04273606,267.921,267.861686
22,32,F-6,[13],aromatic,Group1_100Aq,78.3,conf_08,-1499.37175463,0.061571,0.04267997,268.005,267.861686
22,32,F-6,[13],aromatic,Group1_100Aq,78.3,conf_09,-1499.37098626,0.543730,0.01891468,268.499,267.861686
22,32,F-6,[13],aromatic,Group1_100Aq,78.3,conf_10,-1499.37097119,0.553187,0.01861518,268.384,267.861686
22,32,F-6,[13],aromatic,Group1_100Aq,78.3,conf_11,-1499.37175128,0.063673,0.04252880,267.998,267.861686
22,32,F-6,[13],aromatic,Group1_100Aq,78.3,conf_12,-1499.37175923,0.058685,0.04288841,268.012,267.861686
22,32,F-6,[13],aromatic,Group1_100Aq,78.3,conf_13,-1499.37175705,0.060053,0.04278950,268.003,267.861686
22,32,F-6,[13],aromatic,Group1_100Aq,78.3,conf_14,-1499.37176060,0.057825,0.04295068,268.003,267.861686
22,32,F-6,[13],aromatic,Group1_100Aq,78.3,conf_15,-1499.37182065,0.020143,0.04577108,267.896,267.861686
22,32,F-6,[13],aromatic,Group1_100Aq,78.3,conf_16,-1499.37180879,0.027585,0.04519974,267.883,267.861686
22,32,F-6,[13],aromatic,Group1_100Aq,78.3,conf_17,-1499.37107908,0.485485,0.02086859,267.756,267.861686
22,32,F-6,[13],aromatic,Group1_100Aq,78.3,conf_18,-1499.37173253,0.075439,0.04169258,267.908,267.861686
22,32,F-6,[13],aromatic,Group1_100Aq,78.3,conf_19,-1499.37099917,0.535629,0.01917508,267.773,267.861686
22,32,F-6,[13],aromatic,Group1_100Aq,78.3,conf_20,-1499.37107471,0.488227,0.02077223,267.644,267.861686
22,32,F-6,[13],aromatic,Group1_100Aq,78.3,conf_21,-1499.37147734,0.235573,0.03181850,267.489,267.861686
22,32,F-6,[13],aromatic,Group1_100Aq,78.3,conf_22,-1499.37176334,0.056106,0.04307551,267.899,267.861686
22,32,F-6,[13],aromatic,Group1_100Aq,78.3,conf_23,-1499.37179552,0.035912,0.04456892,267.905,267.861686
22,32,F-6,[13],aromatic,Group1_100Aq,78.3,conf_24,-1499.37150813,0.216252,0.03287321,267.457,267.861686
22,32,F-6,[13],aromatic,Group1_100Aq,78.3,conf_25,-1499.37149105,0.226970,0.03228389,267.393,267.861686
22,32,F-6,[13],aromatic,Group1_100Aq,78.3,conf_27,-1499.37153541,0.199134,0.03383686,267.808,267.861686
22,32,F-6,[13],aromatic,Group1_100Aq,78.3,conf_28,-1499.37140103,0.283458,0.02934807,267.878,267.861686
22,32,F-6,[13],aromatic,Group2_80-20,69.18,conf_01,-1499.37174705,0.054060,0.04319857,267.480,267.849651
22,32,F-6,[13],aromatic,Group2_80-20,69.18,conf_02,-1499.37173334,0.062663,0.04257584,267.530,267.849651
22,32,F-6,[13],aromatic,Group2_80-20,69.18,conf_03,-1499.37171369,0.074994,0.04169893,268.013,267.849651
22,32,F-6,[13],aromatic,Group2_80-20,69.18,conf_04,-1499.37182874,0.002799,0.04710252,267.877,267.849651
22,32,F-6,[13],aromatic,Group2_80-20,69.18,conf_05,-1499.37183320,0.000000,0.04732554,267.883,267.849651
22,32,F-6,[13],aromatic,Group2_80-20,69.18,conf_06,-1499.37173523,0.061477,0.04266115,268.019,267.849651
22,32,F-6,[13],aromatic,Group2_80-20,69.18,conf_07,-1499.37173607,0.060950,0.04269912,267.910,267.849651
22,32,F-6,[13],aromatic,Group2_80-20,69.18,conf_08,-1499.37173440,0.061998,0.04262367,267.994,267.849651
22,32,F-6,[13],aromatic,Group2_80-20,69.18,conf_09,-1499.37096746,0.543260,0.01891836,268.483,267.849651
22,32,F-6,[13],aromatic,Group2_80-20,69.18,conf_10,-1499.37095237,0.552729,0.01861841,268.370,267.849651
22,32,F-6,[13],aromatic,Group2_80-20,69.18,conf_11,-1499.37173217,0.063397,0.04252312,267.987,267.849651
22,32,F-6,[13],aromatic,Group2_80-20,69.18,conf_12,-1499.37174021,0.058352,0.04288676,268.001,267.849651
22,32,F-6,[13],aromatic,Group2_80-20,69.18,conf_13,-1499.37173775,0.059896,0.04277517,267.992,267.849651
22,32,F-6,[13],aromatic,Group2_80-20,69.18,conf_14,-1499.37174132,0.057656,0.04293721,267.993,267.849651
22,32,F-6,[13],aromatic,Group2_80-20,69.18,conf_15,-1499.37180797,0.015832,0.04607768,267.876,267.849651
